Open Time,Open,High,Low,Close,Volume,Close Time,QAV,No. Trades,Taker BBAV,Taker BQAV,Ignore
1617482400000,338264.00000000,338264.00000000,337900.00000000,337900.00000000,0.05538200,1617482459999,18718.97929600,17,0.00502000,1698.08528000,0
1617482460000,337866.00000000,338158.00000000,337769.00000000,338020.00000000,0.01034600,1617482519999,3496.87468100,14,0.00957700,3237.08077300,0
1617482520000,338020.00000000,338020.00000000,337500.00000000,337500.00000000,0.02414600,1617482579999,8150.22012700,19,0.00175800,593.69810800,0
1617482580000,337569.00000000,337789.00000000,337447.00000000,337789.00000000,0.01727300,1617482639999,5830.62995700,14,0.00572400,1933.43537000,0
1617482640000,337787.00000000,337787.00000000,337449.00000000,337449.00000000,0.00181400,1617482699999,612.33753400,9,0.00059600,201.32105200,0
1617482700000,337445.00000000,337500.00000000,337350.00000000,337350.00000000,0.01019200,1617482759999,3439.14074500,11,0.00000000,0.00000000,0
1617482760000,337567.00000000,337567.00000000,337199.00000000,337562.00000000,0.18620000,1617482819999,62808.45951000,17,0.06984900,23574.90231000,0
1617482820000,337200.00000000,337240.00000000,336511.00000000,336800.00000000,0.27208100,1617482879999,91661.33906200,59,0.00042900,144.58024600,0
1617482880000,336514.00000000,336514.00000000,336076.00000000,336490.00000000,0.02640200,1617482939999,8878.87161500,28,0.00138900,467.38265700,0
1617482940000,336490.00000000,336776.00000000,336460.00000000,336460.00000000,0.03203800,1617482999999,10783.05779900,12,0.02478500,8342.64886500,0
1617483000000,336087.00000000,336772.00000000,336087.00000000,336087.00000000,0.02523000,1617483059999,8482.36023000,10,0.00421200,1418.48366400,0
1617483060000,336400.00000000,336774.00000000,336093.00000000,336637.00000000,0.03065300,1617483119999,10302.95294800,15,0.00142100,478.28237200,0
1617483120000,336405.00000000,336405.00000000,336000.00000000,336000.00000000,0.14814500,1617483179999,49788.28492700,28,0.00699500,2353.14870300,0
1617483180000,335998.00000000,335998.00000000,335351.00000000,335351.00000000,0.33828000,1617483239999,113572.18953900,48,0.20686700,69443.80947400,0
1617483240000,335937.00000000,336694.00000000,335601.00000000,336692.00000000,0.02049800,1617483299999,6881.88672100,13,0.00715800,2404.85817100,0
1617483300000,336692.00000000,336692.00000000,335942.00000000,335942.00000000,0.01479100,1617483359999,4975.24974100,12,0.00990000,3332.04307400,0
1617483360000,335942.00000000,336392.00000000,335942.00000000,336392.00000000,0.00374500,1617483419999,1258.56989000,11,0.00288600,969.99571200,0
1617483420000,336388.00000000,336633.00000000,336379.00000000,336379.00000000,0.00723300,1617483479999,2433.13117400,4,0.00059300,199.57461400,0
1617483480000,336777.00000000,336914.00000000,336777.00000000,336914.00000000,0.01193600,1617483539999,4020.03348900,9,0.01193600,4020.03348900,0
1617483540000,336915.00000000,336915.00000000,336063.00000000,336774.00000000,0.03415300,1617483599999,11486.85961800,29,0.00304900,1026.88620300,0
1617483600000,336774.00000000,336774.00000000,336000.00000000,336000.00000000,0.06005200,1617483659999,20187.74696700,25,0.02187200,7359.19687500,0
1617483660000,336776.00000000,336776.00000000,336440.00000000,336440.00000000,0.00856100,1617483719999,2883.03954400,5,0.00826400,2783.11686400,0
1617483720000,336690.00000000,336777.00000000,336690.00000000,336777.00000000,0.00114100,1617483779999,384.25678700,8,0.00111100,374.15608700,0
1617483780000,336778.00000000,337007.00000000,336778.00000000,337003.00000000,0.02583300,1617483839999,8702.52961700,15,0.00341000,1149.07812700,0
1617483840000,336778.00000000,337106.00000000,336770.00000000,337000.00000000,0.06693000,1617483899999,22554.78567400,22,0.04661200,15707.88298000,0
1617483900000,337106.00000000,337141.00000000,336783.00000000,337139.00000000,0.03415900,1617483959999,11515.24254600,10,0.03383400,11405.78807100,0
1617483960000,337139.00000000,337140.00000000,337035.00000000,337035.00000000,0.00164700,1617484019999,555.23726000,9,0.00164700,555.23726000,0
1617484020000,336801.00000000,337136.00000000,336562.00000000,337136.00000000,0.02812700,1617484079999,9473.55622000,18,0.00355700,1198.91474000,0
1617484080000,337052.00000000,337052.00000000,337051.00000000,337051.00000000,0.00839700,1617484139999,2830.21922400,7,0.00839700,2830.21922400,0
1617484140000,336801.00000000,336996.00000000,336500.00000000,336735.00000000,0.02040200,1617484199999,6868.75496400,18,0.00464800,1565.15341500,0
1617484200000,336734.00000000,336734.00000000,336400.00000000,336400.00000000,0.02653100,1617484259999,8927.35237700,8,0.00296900,999.76324600,0
1617484260000,336562.00000000,336730.00000000,336098.00000000,336098.00000000,0.01492000,1617484319999,5019.53330300,16,0.00361900,1218.04342100,0
1617484320000,336000.00000000,336328.00000000,335942.00000000,336328.00000000,0.02381400,1617484379999,8001.09880800,7,0.00522300,1754.64205000,0
1617484380000,336232.00000000,336318.00000000,335998.00000000,336051.00000000,0.07303600,1617484439999,24560.85844800,18,0.06868400,23098.58743600,0
1617484440000,336000.00000000,336000.00000000,335603.00000000,335603.00000000,0.01507300,1617484499999,5062.07967200,17,0.00508500,1708.55966200,0
1617484500000,335603.00000000,335818.00000000,335300.00000000,335816.00000000,0.01423800,1617484559999,4776.25056700,25,0.00095300,319.97747400,0
1617484560000,335599.00000000,335599.00000000,335034.00000000,335034.00000000,0.04755200,1617484619999,15939.59874900,22,0.00076900,258.07146100,0
